,Year_sold,PARCEL,SequenceNum,SaleDate,SalePrice,PrPerSqFt,p_Cat,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,Map,GISACRES,LON,LAT,URL,URL2,ZIP
12104,2019,106121880,20192250132,201907,165000,105.2967454,10,1567,1959,9,0,0,126077,126077,126077,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.16146199,-111.0003022,32.2699799,www.tucsonaz.gov/pro/pdsd/parcel_search/106121880,http://gis.pima.gov/maps/detail.cfm?p=106121880,85705
12105,2019,106121880,20192250132,201907,165000,105.2967454,10,1567,1959,9,0,0,126077,126077,126077,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.16146199,-111.0003022,32.2699799,www.tucsonaz.gov/pro/pdsd/parcel_search/106121880,http://gis.pima.gov/maps/detail.cfm?p=106121880,85705
12106,2019,106121880,20192250132,201907,165000,105.2967454,10,1567,1959,9,0,0,126077,126077,126077,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.16146199,-111.0003022,32.2699799,www.tucsonaz.gov/pro/pdsd/parcel_search/106121880,http://gis.pima.gov/maps/detail.cfm?p=106121880,85705
12107,2019,106121880,20192250132,201907,165000,105.2967454,10,1567,1959,9,0,0,126077,126077,126077,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.16146199,-111.0003022,32.2699799,www.tucsonaz.gov/pro/pdsd/parcel_search/106121880,http://gis.pima.gov/maps/detail.cfm?p=106121880,85705
12108,2019,106121790,20192180403,201907,183000,153.0100334,15,1196,1959,3,1,0,113341,113341,113341,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.169313,-111.0005158,32.27071069,www.tucsonaz.gov/pro/pdsd/parcel_search/106121790,http://gis.pima.gov/maps/detail.cfm?p=106121790,85705
12109,2019,106121790,20192180403,201907,183000,153.0100334,15,1196,1959,3,1,0,113341,113341,113341,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.169313,-111.0005158,32.27071069,www.tucsonaz.gov/pro/pdsd/parcel_search/106121790,http://gis.pima.gov/maps/detail.cfm?p=106121790,85705
12110,2019,106121790,20192180403,201907,183000,153.0100334,15,1196,1959,3,1,0,113341,113341,113341,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.169313,-111.0005158,32.27071069,www.tucsonaz.gov/pro/pdsd/parcel_search/106121790,http://gis.pima.gov/maps/detail.cfm?p=106121790,85705
12111,2019,106121790,20192180403,201907,183000,153.0100334,15,1196,1959,3,1,0,113341,113341,113341,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.169313,-111.0005158,32.27071069,www.tucsonaz.gov/pro/pdsd/parcel_search/106121790,http://gis.pima.gov/maps/detail.cfm?p=106121790,85705
12112,2019,106121790,20192180403,201907,183000,153.0100334,15,1196,1959,3,1,0,113341,113341,113341,19721028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12091.pdf,0.169313,-111.0005158,32.27071069,www.tucsonaz.gov/pro/pdsd/parcel_search/106121790,http://gis.pima.gov/maps/detail.cfm?p=106121790,85705
12113,2019,10612097A,20190990584,201903,120000,164.8351648,16,728,1973,9,0,0,68241,68241,51181,20121221,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132743.PDF,0.244038,-111.0025276,32.26657016,www.tucsonaz.gov/pro/pdsd/parcel_search/10612097A,http://gis.pima.gov/maps/detail.cfm?p=10612097A,85718
12114,2019,10612097A,20190990584,201903,120000,164.8351648,16,728,1973,9,0,0,68241,68241,51181,20121221,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132743.PDF,0.244038,-111.0025276,32.26657016,www.tucsonaz.gov/pro/pdsd/parcel_search/10612097A,http://gis.pima.gov/maps/detail.cfm?p=10612097A,85718
12115,2019,10612097A,20190990584,201903,120000,164.8351648,16,728,1973,9,0,0,68241,68241,51181,20121221,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132743.PDF,0.244038,-111.0025276,32.26657016,www.tucsonaz.gov/pro/pdsd/parcel_search/10612097A,http://gis.pima.gov/maps/detail.cfm?p=10612097A,85718
12116,2019,10612096A,20190990584,201903,120000,209.7902098,20,572,1956,9,0,0,63815,63815,47861,20121221,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132743.PDF,0.0858766,-111.0027141,32.26657177,www.tucsonaz.gov/pro/pdsd/parcel_search/10612096A,http://gis.pima.gov/maps/detail.cfm?p=10612096A,85718
12117,2019,10612096A,20190990584,201903,120000,209.7902098,20,572,1956,9,0,0,63815,63815,47861,20121221,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132743.PDF,0.0858766,-111.0027141,32.26657177,www.tucsonaz.gov/pro/pdsd/parcel_search/10612096A,http://gis.pima.gov/maps/detail.cfm?p=10612096A,85718
12118,2019,10612096A,20190990584,201903,120000,209.7902098,20,572,1956,9,0,0,63815,63815,47861,20121221,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132743.PDF,0.0858766,-111.0027141,32.26657177,www.tucsonaz.gov/pro/pdsd/parcel_search/10612096A,http://gis.pima.gov/maps/detail.cfm?p=10612096A,85718
12119,2019,106120630,20191090092,201904,60000,107.3345259,10,559,1954,9,0,0,71136,82899,62174,20050303,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M13132743.PDF,0.242056,-111.0012408,32.26834888,www.tucsonaz.gov/pro/pdsd/parcel_search/106120630,http://gis.pima.gov/maps/detail.cfm?p=106120630,85743
12120,2019,106072310,20191480757,201905,175000,115.8940397,11,1510,1960,1,1,0,131046,131046,131046,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090_B0E.PDF,0.16001999,-110.9898936,32.26499025,www.tucsonaz.gov/pro/pdsd/parcel_search/106072310,http://gis.pima.gov/maps/detail.cfm?p=106072310,85742
12121,2019,106072310,20191480757,201905,175000,115.8940397,11,1510,1960,1,1,0,131046,131046,131046,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090_B0E.PDF,0.16001999,-110.9898936,32.26499025,www.tucsonaz.gov/pro/pdsd/parcel_search/106072310,http://gis.pima.gov/maps/detail.cfm?p=106072310,85742
12122,2019,106072310,20191480757,201905,175000,115.8940397,11,1510,1960,1,1,0,131046,131046,131046,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090_B0E.PDF,0.16001999,-110.9898936,32.26499025,www.tucsonaz.gov/pro/pdsd/parcel_search/106072310,http://gis.pima.gov/maps/detail.cfm?p=106072310,85742
12123,2019,106072310,20191480757,201905,175000,115.8940397,11,1510,1960,1,1,0,131046,131046,131046,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090_B0E.PDF,0.16001999,-110.9898936,32.26499025,www.tucsonaz.gov/pro/pdsd/parcel_search/106072310,http://gis.pima.gov/maps/detail.cfm?p=106072310,85742
12124,2019,106072310,20191480757,201905,175000,115.8940397,11,1510,1960,1,1,0,131046,131046,131046,19811006,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090_B0E.PDF,0.16001999,-110.9898936,32.26499025,www.tucsonaz.gov/pro/pdsd/parcel_search/106072310,http://gis.pima.gov/maps/detail.cfm?p=106072310,85742
12130,2019,106072210,20191200725,201904,148000,86.95652174,8,1702,1960,3,1,0,136957,136957,136957,19740827,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16387101,-110.9878822,32.26537351,www.tucsonaz.gov/pro/pdsd/parcel_search/106072210,http://gis.pima.gov/maps/detail.cfm?p=106072210,85705
12131,2019,106072210,20191200725,201904,148000,86.95652174,8,1702,1960,3,1,0,136957,136957,136957,19740827,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16387101,-110.9878822,32.26537351,www.tucsonaz.gov/pro/pdsd/parcel_search/106072210,http://gis.pima.gov/maps/detail.cfm?p=106072210,85705
12132,2019,106072210,20191200725,201904,148000,86.95652174,8,1702,1960,3,1,0,136957,136957,136957,19740827,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16387101,-110.9878822,32.26537351,www.tucsonaz.gov/pro/pdsd/parcel_search/106072210,http://gis.pima.gov/maps/detail.cfm?p=106072210,85705
12133,2019,106072210,20191200725,201904,148000,86.95652174,8,1702,1960,3,1,0,136957,136957,136957,19740827,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16387101,-110.9878822,32.26537351,www.tucsonaz.gov/pro/pdsd/parcel_search/106072210,http://gis.pima.gov/maps/detail.cfm?p=106072210,85705
12134,2019,106072210,20191200725,201904,148000,86.95652174,8,1702,1960,3,1,0,136957,136957,136957,19740827,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16387101,-110.9878822,32.26537351,www.tucsonaz.gov/pro/pdsd/parcel_search/106072210,http://gis.pima.gov/maps/detail.cfm?p=106072210,85705
12135,2019,106071770,20191980759,201906,178500,120.2830189,12,1484,1986,9,0,0,132455,132455,132455,20170829,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16619,-110.9905951,32.26633956,www.tucsonaz.gov/pro/pdsd/parcel_search/106071770,http://gis.pima.gov/maps/detail.cfm?p=106071770,85705
12136,2019,106071770,20191980759,201906,178500,120.2830189,12,1484,1986,9,0,0,132455,132455,132455,20170829,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16619,-110.9905951,32.26633956,www.tucsonaz.gov/pro/pdsd/parcel_search/106071770,http://gis.pima.gov/maps/detail.cfm?p=106071770,85705
12137,2019,106071770,20191980759,201906,178500,120.2830189,12,1484,1986,9,0,0,132455,132455,132455,20170829,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16619,-110.9905951,32.26633956,www.tucsonaz.gov/pro/pdsd/parcel_search/106071770,http://gis.pima.gov/maps/detail.cfm?p=106071770,85705
12138,2019,106071770,20191980759,201906,178500,120.2830189,12,1484,1986,9,0,0,132455,132455,132455,20170829,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16619,-110.9905951,32.26633956,www.tucsonaz.gov/pro/pdsd/parcel_search/106071770,http://gis.pima.gov/maps/detail.cfm?p=106071770,85705
12139,2019,106071770,20191980759,201906,178500,120.2830189,12,1484,1986,9,0,0,132455,132455,132455,20170829,http://www.asr.pima.gov/ParcelData/Map/Arm/MP13/M13090.PDF,0.16619,-110.9905951,32.26633956,www.tucsonaz.gov/pro/pdsd/parcel_search/106071770,http://gis.pima.gov/maps/detail.cfm?p=106071770,85705
12140,2019,106071550,20191790481,201905,193000,97.72151899,9,1975,1959,9,0,627,161922,161922,161922,20120124,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/M10059.PDF,0.228058,-110.9910071,32.26734316,www.tucsonaz.gov/pro/pdsd/parcel_search/106071550,http://gis.pima.gov/maps/detail.cfm?p=106071550,85705
12141,2019,106071550,20191790481,201905,193000,97.72151899,9,1975,1959,9,0,627,161922,161922,161922,20120124,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/M10059.PDF,0.228058,-110.9910071,32.26734316,www.tucsonaz.gov/pro/pdsd/parcel_search/106071550,http://gis.pima.gov/maps/detail.cfm?p=106071550,85705
12142,2019,106071550,20191790481,201905,193000,97.72151899,9,1975,1959,9,0,627,161922,161922,161922,20120124,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/M10059.PDF,0.228058,-110.9910071,32.26734316,www.tucsonaz.gov/pro/pdsd/parcel_search/106071550,http://gis.pima.gov/maps/detail.cfm?p=106071550,85705
12143,2019,106071550,20191790481,201905,193000,97.72151899,9,1975,1959,9,0,627,161922,161922,161922,20120124,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/M10059.PDF,0.228058,-110.9910071,32.26734316,www.tucsonaz.gov/pro/pdsd/parcel_search/106071550,http://gis.pima.gov/maps/detail.cfm?p=106071550,85705
12144,2019,106071550,20191790481,201905,193000,97.72151899,9,1975,1959,9,0,627,161922,161922,161922,20120124,http://www.asr.pima.gov/ParcelData/Map/Arm/MP10/M10059.PDF,0.228058,-110.9910071,32.26734316,www.tucsonaz.gov/pro/pdsd/parcel_search/106071550,http://gis.pima.gov/maps/detail.cfm?p=106071550,85705
12145,2019,10607037E,20191900382,201906,239900,99.95833333,9,2400,1949,9,0,0,164959,164959,164959,20050727,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M1313263.PDF,0.473744,-110.990448,32.26502074,www.tucsonaz.gov/pro/pdsd/parcel_search/10607037E,http://gis.pima.gov/maps/detail.cfm?p=10607037E,85705
12146,2019,10607037E,20191900382,201906,239900,99.95833333,9,2400,1949,9,0,0,164959,164959,164959,20050727,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M1313263.PDF,0.473744,-110.990448,32.26502074,www.tucsonaz.gov/pro/pdsd/parcel_search/10607037E,http://gis.pima.gov/maps/detail.cfm?p=10607037E,85705
12147,2019,10607037E,20191900382,201906,239900,99.95833333,9,2400,1949,9,0,0,164959,164959,164959,20050727,http://www.asr.pima.gov/ParcelData/Map/Arm/T13S/M1313263.PDF,0.473744,-110.990448,32.26502074,www.tucsonaz.gov/pro/pdsd/parcel_search/10607037E,http://gis.pima.gov/maps/detail.cfm?p=10607037E,85705
12148,2019,106063690,20191790582,201906,136000,116.838488,11,1164,1973,3,1,0,123249,123249,125714,19860825,http://www.asr.pima.gov/ParcelData/Map/Arm/MP22/M22018.PDF,0.176588,-110.9894593,32.27612718,www.tucsonaz.gov/pro/pdsd/parcel_search/106063690,http://gis.pima.gov/maps/detail.cfm?p=106063690,85705
12149,2019,106063690,20191790582,201906,136000,116.838488,11,1164,1973,3,1,0,123249,123249,125714,19860825,http://www.asr.pima.gov/ParcelData/Map/Arm/MP22/M22018.PDF,0.176588,-110.9894593,32.27612718,www.tucsonaz.gov/pro/pdsd/parcel_search/106063690,http://gis.pima.gov/maps/detail.cfm?p=106063690,85705
12150,2019,106063690,20191790582,201906,136000,116.838488,11,1164,1973,3,1,0,123249,123249,125714,19860825,http://www.asr.pima.gov/ParcelData/Map/Arm/MP22/M22018.PDF,0.176588,-110.9894593,32.27612718,www.tucsonaz.gov/pro/pdsd/parcel_search/106063690,http://gis.pima.gov/maps/detail.cfm?p=106063690,85705
12151,2019,106063690,20191790582,201906,136000,116.838488,11,1164,1973,3,1,0,123249,123249,125714,19860825,http://www.asr.pima.gov/ParcelData/Map/Arm/MP22/M22018.PDF,0.176588,-110.9894593,32.27612718,www.tucsonaz.gov/pro/pdsd/parcel_search/106063690,http://gis.pima.gov/maps/detail.cfm?p=106063690,85705
12152,2019,106063690,20191790582,201906,136000,116.838488,11,1164,1973,3,1,0,123249,123249,125714,19860825,http://www.asr.pima.gov/ParcelData/Map/Arm/MP22/M22018.PDF,0.176588,-110.9894593,32.27612718,www.tucsonaz.gov/pro/pdsd/parcel_search/106063690,http://gis.pima.gov/maps/detail.cfm?p=106063690,85705
12153,2019,106062980,20191511314,201903,165000,120,12,1375,1958,9,0,0,119677,119677,122071,19891219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.14255799,-110.9868379,32.27394548,www.tucsonaz.gov/pro/pdsd/parcel_search/106062980,http://gis.pima.gov/maps/detail.cfm?p=106062980,85653
12154,2019,106062980,20191511314,201903,165000,120,12,1375,1958,9,0,0,119677,119677,122071,19891219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.14255799,-110.9868379,32.27394548,www.tucsonaz.gov/pro/pdsd/parcel_search/106062980,http://gis.pima.gov/maps/detail.cfm?p=106062980,85653
12155,2019,106062980,20191511314,201903,165000,120,12,1375,1958,9,0,0,119677,119677,122071,19891219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.14255799,-110.9868379,32.27394548,www.tucsonaz.gov/pro/pdsd/parcel_search/106062980,http://gis.pima.gov/maps/detail.cfm?p=106062980,85653
12156,2019,106062980,20191511314,201903,165000,120,12,1375,1958,9,0,0,119677,119677,122071,19891219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.14255799,-110.9868379,32.27394548,www.tucsonaz.gov/pro/pdsd/parcel_search/106062980,http://gis.pima.gov/maps/detail.cfm?p=106062980,85653
12157,2019,106062980,20191511314,201903,165000,120,12,1375,1958,9,0,0,119677,119677,122071,19891219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.14255799,-110.9868379,32.27394548,www.tucsonaz.gov/pro/pdsd/parcel_search/106062980,http://gis.pima.gov/maps/detail.cfm?p=106062980,85653
12158,2019,106062740,20191790801,201906,155000,99.16826615,9,1563,1958,9,0,0,131370,131370,133997,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.13197801,-110.9887971,32.27429964,www.tucsonaz.gov/pro/pdsd/parcel_search/106062740,http://gis.pima.gov/maps/detail.cfm?p=106062740,85705
12159,2019,106062740,20191790801,201906,155000,99.16826615,9,1563,1958,9,0,0,131370,131370,133997,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.13197801,-110.9887971,32.27429964,www.tucsonaz.gov/pro/pdsd/parcel_search/106062740,http://gis.pima.gov/maps/detail.cfm?p=106062740,85705
12160,2019,106062740,20191790801,201906,155000,99.16826615,9,1563,1958,9,0,0,131370,131370,133997,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.13197801,-110.9887971,32.27429964,www.tucsonaz.gov/pro/pdsd/parcel_search/106062740,http://gis.pima.gov/maps/detail.cfm?p=106062740,85705
12161,2019,106062740,20191790801,201906,155000,99.16826615,9,1563,1958,9,0,0,131370,131370,133997,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.13197801,-110.9887971,32.27429964,www.tucsonaz.gov/pro/pdsd/parcel_search/106062740,http://gis.pima.gov/maps/detail.cfm?p=106062740,85705
12162,2019,106062740,20191790801,201906,155000,99.16826615,9,1563,1958,9,0,0,131370,131370,133997,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.13197801,-110.9887971,32.27429964,www.tucsonaz.gov/pro/pdsd/parcel_search/106062740,http://gis.pima.gov/maps/detail.cfm?p=106062740,85705
12163,2019,106062530,20190460697,201901,183000,117.2325432,11,1561,1959,3,1,450,149117,149117,152099,20090219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.152445,-110.9891839,32.27472994,www.tucsonaz.gov/pro/pdsd/parcel_search/106062530,http://gis.pima.gov/maps/detail.cfm?p=106062530,85705
12164,2019,106062530,20190460697,201901,183000,117.2325432,11,1561,1959,3,1,450,149117,149117,152099,20090219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.152445,-110.9891839,32.27472994,www.tucsonaz.gov/pro/pdsd/parcel_search/106062530,http://gis.pima.gov/maps/detail.cfm?p=106062530,85705
12165,2019,106062530,20190460697,201901,183000,117.2325432,11,1561,1959,3,1,450,149117,149117,152099,20090219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.152445,-110.9891839,32.27472994,www.tucsonaz.gov/pro/pdsd/parcel_search/106062530,http://gis.pima.gov/maps/detail.cfm?p=106062530,85705
12166,2019,106062530,20190460697,201901,183000,117.2325432,11,1561,1959,3,1,450,149117,149117,152099,20090219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.152445,-110.9891839,32.27472994,www.tucsonaz.gov/pro/pdsd/parcel_search/106062530,http://gis.pima.gov/maps/detail.cfm?p=106062530,85705
12167,2019,106062530,20190460697,201901,183000,117.2325432,11,1561,1959,3,1,450,149117,149117,152099,20090219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.152445,-110.9891839,32.27472994,www.tucsonaz.gov/pro/pdsd/parcel_search/106062530,http://gis.pima.gov/maps/detail.cfm?p=106062530,85705
12168,2019,106062270,20191340568,201904,175000,110.8998733,11,1578,1965,1,1,0,137801,137801,140557,19910925,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.156316,-110.9874808,32.2754853,www.tucsonaz.gov/pro/pdsd/parcel_search/106062270,http://gis.pima.gov/maps/detail.cfm?p=106062270,85705
12169,2019,106062270,20191340568,201904,175000,110.8998733,11,1578,1965,1,1,0,137801,137801,140557,19910925,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.156316,-110.9874808,32.2754853,www.tucsonaz.gov/pro/pdsd/parcel_search/106062270,http://gis.pima.gov/maps/detail.cfm?p=106062270,85705
12170,2019,106062270,20191340568,201904,175000,110.8998733,11,1578,1965,1,1,0,137801,137801,140557,19910925,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.156316,-110.9874808,32.2754853,www.tucsonaz.gov/pro/pdsd/parcel_search/106062270,http://gis.pima.gov/maps/detail.cfm?p=106062270,85705
12171,2019,106062270,20191340568,201904,175000,110.8998733,11,1578,1965,1,1,0,137801,137801,140557,19910925,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.156316,-110.9874808,32.2754853,www.tucsonaz.gov/pro/pdsd/parcel_search/106062270,http://gis.pima.gov/maps/detail.cfm?p=106062270,85705
12172,2019,106062270,20191340568,201904,175000,110.8998733,11,1578,1965,1,1,0,137801,137801,140557,19910925,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/M12064.PDF,0.156316,-110.9874808,32.2754853,www.tucsonaz.gov/pro/pdsd/parcel_search/106062270,http://gis.pima.gov/maps/detail.cfm?p=106062270,85705
12178,2019,106061820,20190660145,201901,179900,102.624073,10,1753,1958,9,0,0,137378,137378,137378,19951023,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12032.PDF,0.149106,-110.9942018,32.27447988,www.tucsonaz.gov/pro/pdsd/parcel_search/106061820,http://gis.pima.gov/maps/detail.cfm?p=106061820,85705
12179,2019,106061820,20190660145,201901,179900,102.624073,10,1753,1958,9,0,0,137378,137378,137378,19951023,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12032.PDF,0.149106,-110.9942018,32.27447988,www.tucsonaz.gov/pro/pdsd/parcel_search/106061820,http://gis.pima.gov/maps/detail.cfm?p=106061820,85705
12180,2019,106061820,20190660145,201901,179900,102.624073,10,1753,1958,9,0,0,137378,137378,137378,19951023,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12032.PDF,0.149106,-110.9942018,32.27447988,www.tucsonaz.gov/pro/pdsd/parcel_search/106061820,http://gis.pima.gov/maps/detail.cfm?p=106061820,85705
12181,2019,106061820,20190660145,201901,179900,102.624073,10,1753,1958,9,0,0,137378,137378,137378,19951023,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12032.PDF,0.149106,-110.9942018,32.27447988,www.tucsonaz.gov/pro/pdsd/parcel_search/106061820,http://gis.pima.gov/maps/detail.cfm?p=106061820,85705
12182,2019,106061820,20190660145,201901,179900,102.624073,10,1753,1958,9,0,0,137378,137378,137378,19951023,http://www.asr.pima.gov/ParcelData/Map/Arm/MP12/12032.PDF,0.149106,-110.9942018,32.27447988,www.tucsonaz.gov/pro/pdsd/parcel_search/106061820,http://gis.pima.gov/maps/detail.cfm?p=106061820,85705
12183,2019,106061110,20191650899,201906,105000,57.28314239,5,1833,1963,3,1,0,162208,162208,162208,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15031.PDF,0.183036,-110.9924397,32.27743996,www.tucsonaz.gov/pro/pdsd/parcel_search/106061110,http://gis.pima.gov/maps/detail.cfm?p=106061110,85712
12184,2019,106061110,20191650899,201906,105000,57.28314239,5,1833,1963,3,1,0,162208,162208,162208,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15031.PDF,0.183036,-110.9924397,32.27743996,www.tucsonaz.gov/pro/pdsd/parcel_search/106061110,http://gis.pima.gov/maps/detail.cfm?p=106061110,85712
12185,2019,106061110,20191650899,201906,105000,57.28314239,5,1833,1963,3,1,0,162208,162208,162208,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15031.PDF,0.183036,-110.9924397,32.27743996,www.tucsonaz.gov/pro/pdsd/parcel_search/106061110,http://gis.pima.gov/maps/detail.cfm?p=106061110,85712
12186,2019,106061110,20191650899,201906,105000,57.28314239,5,1833,1963,3,1,0,162208,162208,162208,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15031.PDF,0.183036,-110.9924397,32.27743996,www.tucsonaz.gov/pro/pdsd/parcel_search/106061110,http://gis.pima.gov/maps/detail.cfm?p=106061110,85712
12187,2019,106061110,20191650899,201906,105000,57.28314239,5,1833,1963,3,1,0,162208,162208,162208,19861028,http://www.asr.pima.gov/ParcelData/Map/Arm/MP15/15031.PDF,0.183036,-110.9924397,32.27743996,www.tucsonaz.gov/pro/pdsd/parcel_search/106061110,http://gis.pima.gov/maps/detail.cfm?p=106061110,85712
12194,2019,10604340A,20191820614,201904,140000,99.29078014,9,1410,1962,9,0,0,116938,116938,116938,19930405,http://www.asr.pima.gov/ParcelData/Map/Arm/MP41/41063.pdf,0.137429,-110.9664898,32.26682187,www.tucsonaz.gov/pro/pdsd/parcel_search/10604340A,http://gis.pima.gov/maps/detail.cfm?p=10604340A,85705
12195,2019,10604340A,20191820614,201904,140000,99.29078014,9,1410,1962,9,0,0,116938,116938,116938,19930405,http://www.asr.pima.gov/ParcelData/Map/Arm/MP41/41063.pdf,0.137429,-110.9664898,32.26682187,www.tucsonaz.gov/pro/pdsd/parcel_search/10604340A,http://gis.pima.gov/maps/detail.cfm?p=10604340A,85705
12196,2019,10604340A,20191820614,201904,140000,99.29078014,9,1410,1962,9,0,0,116938,116938,116938,19930405,http://www.asr.pima.gov/ParcelData/Map/Arm/MP41/41063.pdf,0.137429,-110.9664898,32.26682187,www.tucsonaz.gov/pro/pdsd/parcel_search/10604340A,http://gis.pima.gov/maps/detail.cfm?p=10604340A,85705
12197,2019,10604340A,20191820614,201904,140000,99.29078014,9,1410,1962,9,0,0,116938,116938,116938,19930405,http://www.asr.pima.gov/ParcelData/Map/Arm/MP41/41063.pdf,0.137429,-110.9664898,32.26682187,www.tucsonaz.gov/pro/pdsd/parcel_search/10604340A,http://gis.pima.gov/maps/detail.cfm?p=10604340A,85705
12198,2019,10604340A,20191820614,201904,140000,99.29078014,9,1410,1962,9,0,0,116938,116938,116938,19930405,http://www.asr.pima.gov/ParcelData/Map/Arm/MP41/41063.pdf,0.137429,-110.9664898,32.26682187,www.tucsonaz.gov/pro/pdsd/parcel_search/10604340A,http://gis.pima.gov/maps/detail.cfm?p=10604340A,85705
12199,2019,10604305A,20190860784,201902,40000,43.29004329,4,924,1947,9,0,0,78719,78719,80608,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.187682,-110.9619765,32.2663511,www.tucsonaz.gov/pro/pdsd/parcel_search/10604305A,http://gis.pima.gov/maps/detail.cfm?p=10604305A,85705
12200,2019,10604305A,20190860784,201902,40000,43.29004329,4,924,1947,9,0,0,78719,78719,80608,19741119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP06/M06041.PDF,0.187682,-110.9619765,32.2663511,www.tucsonaz.gov/pro/pdsd/parcel_search/10604305A,http://gis.pima.gov/maps/detail.cfm?p=10604305A,85705
